id,name,houseLink,pictureurl,area,road,year,totlefloor,floor,lfloors,size,room,hall,bath,totalprice,type,lands,blan,parking
2635,東湖優質金店,https://buy.yungching.com.tw/house/1812645,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt51s6p7rw09277hcUHJ-GYP_ViVcSv5dPNReWJ45VYvgBY7pVckXeBqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,東湖路,34.5,5.0,1 , 1,32.08,2.0,1.0,1.0,2180,公寓,8.67,29.39,
2636,黑松高樓捷運純辦,https://buy.yungching.com.tw/house/1816281,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuwZ7TtM9v2P8Uu-QL5jyo6jZq0YVSxPvt_52yca-7bvYe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,大安區,信義路四段,35.2,15.0,11 , 11,108.01,0.0,1.0,0.0,8968,辦公商業大樓,8.53,71.44,(含車位11.70坪)
2637,大面寬光北金店,https://buy.yungching.com.tw/house/2113016,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsXu5jHiHsvWEOm97PcP0_Iy05CXJMejaqTOeUQqwkDIpP_KKbaBHpqqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,松山區,光復北路,42.9,7.0,B1 , 1,102.63,2.0,2.0,2.5,6950,店面,21.72,102.63,
2638,退休優先山鳴一樓,https://buy.yungching.com.tw/house/2126154,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsgspC_yyqprUFN52AIW-DuYBrwsBSfbRxhgs0icLPED4e6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,內湖區,內湖路二段,35.6,5.0,1 , 1,31.72,3.0,2.0,2.0,1858,公寓,7.68,27.49,
2639,邊間美妝採光三房,https://buy.yungching.com.tw/house/2129138,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsaPQRFJJYF79jB1n4glhuNGd-Czr8MyGXAiREfJVX6MIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,南港區,成福路,42.3,5.0,5 , 5,27.89,3.0,2.0,2.0,1588,公寓,8.51,27.89,
2640,復興微風人潮一樓,https://buy.yungching.com.tw/house/2135863,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsmtZ_MQmgMWBbNWoxVlx10F6xM0gh3K3vWlOQrzZLa6Ye6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCkz50k8nlfbk-yDKaO2ksSOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,松山區,八德路二段,50.7,4.0,1 , 1,27.13,5.0,4.0,2.0,4800,店面,9.68,27.13,
2641,臺大福村精美華廈,https://buy.yungching.com.tw/house/2139894,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuqU1ZHChJ3OS7t3MPCcqgTsl7gNHfY60q4QvYtK5QkKIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,中正區,汀州路三段,39.3,7.0,7 , 7,22.79,4.0,3.0,3.0,2098,華廈,4.37,17.91,
2642,森林公園華廈三房,https://buy.yungching.com.tw/house/2140619,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtRAl1pW-0QVNBBe70Bzntyo9u-Xb9nKjcSDep4ENTzPYe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,大安區,信義路三段,34.8,7.0,7 , 7,36.1,3.0,2.0,1.5,3400,華廈,8.77,26.31,
2643,綠景漂亮四房坡車,https://buy.yungching.com.tw/house/2144088,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsC5l71dY1Xk7l1ePGgGJN9iMPhb75hMssgtciHpP897oe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,北投區,同德街,15.5,15.0,13 , 13,60.15,5.0,2.0,2.0,4680,住宅大樓,12.26,30.6,(含車位11.39坪)
2644,近捷運邊間採光佳,https://buy.yungching.com.tw/house/2146127,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt10sdjRvRLpP12RaevDprsCmmfi_LvGwMux_M1Z1-Ku-PYkmjpUsWiqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,士林區,中山北路六段,34.8,5.0,5 , 5,43.87,5.0,3.0,2.0,2885,公寓,12.58,43.06,
2645,文武百業潛力金店,https://buy.yungching.com.tw/house/2149602,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtS02zRs3wgRCrV9pR6uVzNkOLM565yyy5djo2IcPnc24e6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCkz50k8nlfbk-yDKaO2ksSOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,松山區,八德路四段,37.3,7.0,1 , 1,66.43,0.0,4.0,4.0,5880,店面,9.44,33.7,
2646,遠雄瑞士優美辦公,https://buy.yungching.com.tw/house/2170886,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvmqAT0LRflagSvydk3QielvCEGDbeLYuBy8pEw0layvIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,內湖區,新湖一路,8.5,7.0,4 , 4,91.78,0.0,1.0,0.0,4635,辦公商業大樓,22.13,49.66,(含車位10.03坪)
2647,榮耀君悅管理雙車,https://buy.yungching.com.tw/house/2171681,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCviDyiY21P2c3q2QEpSAZajWfmIH_n1rc8fs4FAne2sTIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,萬華區,西園路二段,9.4,11.0,2 , 2,71.45,4.0,2.0,2.0,3380,住宅大樓,10.36,36.77,(含車位15.63坪)
2648,西門捷運透天金店,https://buy.yungching.com.tw/house/2179029,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvn4m0qM7L4aPCWFDUCeqA4MqirzxJOhqX4calLh-EK8S_O7OOCWc0eqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQMQDLL6rbVXv1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,萬華區,西寧南路,,4.0,1 , 4,47.67,2.0,9.0,9.0,6780,透天厝,12.4,47.67,
2649,國館捷運三角金店,https://buy.yungching.com.tw/house/2181154,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsf9L7xrsLsAkmeKxV9JXZVA5hI7HBcIrZetxzNwe-7scZm2PZ9MCnHqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,延吉街,39.1,7.0,B1 , B1,56.07,0.0,2.0,1.0,3580,店面,8.11,51.89,
2650,八德饒河商三透天,https://buy.yungching.com.tw/house/2186714,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuPIjO2k8BGO8ajMhn8TRuK88b8tRxMHGVIrHrTA4DDpGLf3Qr5HpnGqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,松山區,八德路四段,59.9,4.0,B1 , 4,139.43,7.0,5.0,4.0,22500,店面,40.23,136.13,
2651,方正捷運雙拼四房,https://buy.yungching.com.tw/house/2188441,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsBQ9Vj9Zm2ZcMxSFhpzhNAWCmf3-T1ElDuZOEVfjSRoO-Nuvxmi4uRqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,合江街,42.3,7.0,7 , 7,61.84,4.0,2.0,2.0,4150,華廈,10.63,48.39,
2652,公館捷運台大公寓,https://buy.yungching.com.tw/house/2193632,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsfSc3dr3zhHeutV0Lol2SSIlilInDZXp9whiuVB6i-N6yLbQUgqK3CqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中正區,汀州路三段,44.1,5.0,4 , 4,33.09,6.0,1.0,1.0,1980,公寓,7.46,33.09,
2653,正長安東路角窗,https://buy.yungching.com.tw/house/2193728,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvcApqkbifCSddxw2J_3xCrqMEAzi3QJwwfTkEXOyw3aC0l_HKEDjv8qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,長安東路一段,20.4,9.0,B1 , 1,27.9,0.0,1.0,0.0,4500,店面,3.15,24.97,
2654,忠孝東路三角金店,https://buy.yungching.com.tw/house/2198240,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtlV0hGYwBUfepfnE7-tdCyNrdWCsAlUaiFLpfIjjYFAIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCkz50k8nlfbk-yDKaO2ksSOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,大安區,忠孝東路四段,41.2,7.0,1 , 1,52.62,0.0,1.0,1.0,12000,店面,10.55,47.17,
2655,西門捷運大亨精品,https://buy.yungching.com.tw/house/2204390,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvU-e3EX2MFOkujrn76SwslLGAynzNgSiM2wn77ZcWHLYe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,萬華區,漢口街二段,25.0,12.0,9 , 9,14.01,1.0,1.0,1.0,803,套房,1.17,10.15,
2656,臨江夜市三角店霸,https://buy.yungching.com.tw/house/2209068,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsfsIICgPNUTVcOdkPVNq0qmZrf7Uvd-wB7hDhbupdEg4e6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCkz50k8nlfbk-yDKaO2ksSOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,大安區,通化街,31.3,3.0,1 , 3,77.11,0.0,4.0,2.0,33000,透天厝,26.32,77.11,
2657,台北陽明景觀大戶,https://buy.yungching.com.tw/house/2210382,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtJSujfHyngukY0HbBCyZCH66OvGkAiC5koJ8oURws0oFAwOwWtLDlBqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,北投區,關渡路,8.4,27.0,17 , 17,143.99,4.0,2.0,4.0,8800,住宅大樓,15.64,72.05,(含車位27.52坪)
2658,大橋捷運黃金店面,https://buy.yungching.com.tw/house/2214956,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvzmcNwy4Y910l0RuyF2xEEYH12Ryt465gyOcPY9UMGtIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,大同區,重慶北路三段,17.9,14.0,1 , 2,50.13,1.0,2.0,2.0,3980,店面,6.38,39.78,
2659,東煒富寓裝潢美屋,https://buy.yungching.com.tw/house/2216015,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvRCR3RrxjhgGMvt4_n0ynPCse-rFxmJ4rApn-1miJ1Aoe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,南港區,研究院路二段,7.4,5.0,5 , 5,40.1,2.0,2.0,1.0,2180,公寓,14.47,18.46,(含車位9.15坪)
2660,生技園區東煒二房,https://buy.yungching.com.tw/house/2216014,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuKUUP1ycAFX5ZqJU-eJBINMw-r6cO_obI8h1J0kGMcq4e6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCpCnA_jh0nqHFbVQxTgWbpqQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,南港區,研究院路二段,7.6,5.0,4 , 4,40.1,2.0,2.0,1.0,2080,公寓,12.82,18.46,(含車位9.15坪)
2661,店面在南京三民站,https://buy.yungching.com.tw/house/2223864,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCseApjidVaCEm9biLsbQexSSYrHXfi125FXw268xPinZ4e6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,松山區,八德路四段,18.8,12.0,1 , 1,31.24,0.0,1.0,1.0,2680,店面,5.73,14.57,(含車位10.72坪)
2662,元利建設和平大苑,https://buy.yungching.com.tw/house/2224274,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuSfHtBw1Elps_RHl8uzCMSvTG-1MSADV7_ldnvu0lvKIe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCgRXKWm7Zt7bq1UZZePl-UOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,大安區,和平東路一段,6.0,38.0,4 , 4,155.07,1.0,2.0,3.0,19675,住宅大樓,9.04,75.17,(含車位33.59坪)
2663,太平市場人潮金店,https://buy.yungching.com.tw/house/2225863,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCs1PiGQraBznDqVk1d3ce8jCFKG37oHrWXdFS0-74BN1J2kvQ6ZGeWSqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大同區,延平北路二段,43.5,5.0,1 , 1,26.74,0.0,1.0,1.0,3700,店面,7.81,24.09,
2664,內湖庭院邊間別墅,https://buy.yungching.com.tw/house/2243168,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsvm04odj3cp4p2Nyj_LS1nsMAkuwfD6Gw6dct2EMMVojE6rAQ8J-9bqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,內湖區,康樂街,31.6,5.0,1 , 5,81.18,6.0,2.0,4.0,2788,透天厝,40.98,56.92,(含車位0.00坪)
2665,捷運面寬醫美診所,https://buy.yungching.com.tw/house/2243183,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvUfVNSw-c19dcHTUE_LMBYJAlFUu_hzRGqxyZxIH4eairZwxk2CcXQqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,士林區,忠誠路一段,29.8,12.0,B2 , 1,154.07,0.0,3.0,1.0,18000,電梯大樓,24.59,61.06,
2666,名人道景觀豪邸,https://buy.yungching.com.tw/house/2245127,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvo2u_NiQNsHk9hnPCe-AuotuDMpnoky67ocUJcssR3BckvAIJ7npEwqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,內湖區,民權東路六段,12.4,14.0,5 , 5,102.51,4.0,2.0,2.0,8980,住宅大樓,18.38,58.93,(含車位13.66坪)
2667,仁愛樹海管理邊間,https://buy.yungching.com.tw/house/2245960,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsM3Gq1TuE0x3oWHKbxQbI_vGZCna-CCcq8vx2yv9_iyDghKb3AJTECqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQ7B1phpHz8Gf1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,仁愛路四段,42.6,12.0,5 , 5,48.7,4.0,2.0,2.0,6280,住宅大樓,4.72,42.1,
2668,萬芳醫院捷運金店,https://buy.yungching.com.tw/house/2246113,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvvi4NGNtWryh9tvM8BGKsdKXRPq5OOlbJ96RSnejKDf4e6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARGfcIjHhQUn2c7xNLBq2wEz5g7yUgAJsCkz50k8nlfbk-yDKaO2ksSOQozxW9-AYawXFxrrYnkCPV7hpFd7OgPc&width=480&height=0,文山區,興隆路三段,53.0,2.0,1 , 1,29.35,10.0,4.0,4.0,12000,店面,15.73,29.35,
2669,寶徠花園景觀大樓,https://buy.yungching.com.tw/house/2246161,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuee0Tndt3HCD5-FPBqgTl27H6qFxMXcbs7LWzKElcSXoe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK135VIFHrez70Z1VcJ8bRa7pm3HmW7PiaW7ylr-jBCtQwuvapXmyoUPkbEis8iAdARMqHFDH9pHFQ&width=480&height=0,信義區,信義路五段,13.5,27.0,21 , 21,102.19,3.0,2.0,3.0,17768,住宅大樓,15.22,62.39,(含車位9.93坪)
